ref_idx,source_type,text,theme,main_class,subgroup_code,kuusi_id
388,example,"Frühe Saat trägt oft, späte nimmer",C,C2,C2b,C2b-13b
389,example,Siembra temprano y cogerás paja y grano,C,C2,C2b,C2b-13b
390,example,"There comes nothing out of the sack, but what is in it",C,C2,C2b,C2b-16
391,example,Aus einem Mahlsack kann man keine Kohlen holen,C,C2,C2b,C2b-16
392,example,"Quod supra nos, nihil ad nos (Latin)",C,C2,C2b,C2b-16
393,example,Il ne peut sortir du sac que ce qu'il y a,C,C2,C2b,C2b-16
394,example,Frogs breed frogs,C,C2,C2b,C2b-16c
395,example,Disteln tragen keine Trauben,C,C2,C2b,C2b-16c
396,example,Il leggio non fa olive,C,C2,C2b,C2b-16c
397,example,"Hot soup, hot swallow",C,C2,C2b,C2b-18
398,example,"Die Suppe, sie man sich einbrockt, muss man auch auslöffeln",C,C2,C2b,C2b-18
399,example,"Tute hoc intristi, tibi omne est exedendum (Latin)",C,C2,C2b,C2b-18
400,example,"Who breaks, pays",C,C2,C2c,C2c-10b
401,example,"Wer die Schuld hat, bezahlt",C,C2,C2c,C2c-10b
402,example,"Qui casse les œufs, les paie",C,C2,C2c,C2c-10b
403,example,"Quien la haga, que la pague",C,C2,C2c,C2c-10b
404,example,"As you make your bed, so must you lie",C,C2,C2c,C2c-14
405,example,"Wie man sich bettet, so schläft man",C,C2,C2c,C2c-14
406,example,"Comme on fait son lit, mal couche et gît",C,C2,C2c,C2c-14
407,example,"As the pay, so the work",C,C2,C2c,C2c-21
408,example,"Wie der Lohn, so die Arbeit",C,C2,C2c,C2c-21
409,example,"As the work, so the pay",C,C2,C2c,C2c-21
410,example,"Wie die Arbeit, so die lohn",C,C2,C2c,C2c-21
411,example,Opera pro pecunia,C,C2,C2c,C2c-21
412,example,A great ship asks deep waters.,C,C2,C2d,C2d-10
413,example,"Grosses vogel, grosses Nest",C,C2,C2d,C2d-10
414,example,"Tel navire, tel eau",C,C2,C2d,C2d-10
415,example,Every sore has its salve,C,C2,C2d,C2d-13
416,example,A little bird is content with a little nest,C,C2,C2d,C2d-17
417,example,Little things amuse little minds,C,C2,C2d,C2d-17
418,example,"À petit trou, petit cheville",C,C2,C2d,C2d-17
419,example,"Quale l'uccello, tale il nido",C,C2,C2d,C2d-17
420,example,"If the cap fits, you wear it",C,C2,C2d,C2d-23
421,example,"Wem der Rock passt, mag ihn anziehen",C,C2,C2d,C2d-23
422,example,To each foot its own shoe,C,C2,C2d,C2d-25
423,example,Every shoe fits not every foot,C,C2,C2d,C2d-25
424,example,Jedem Tierchen sein Pläsierchen,C,C2,C2d,C2d-25
425,example,"À chaque pied, son soulier",C,C2,C2d,C2d-25
426,example,"As the wind blows, you must set your sails",C,C2,C2d,C2d-25b
427,example,Wait for the cat to jump,C,C2,C2d,C2d-25b
428,example,Die Fahne nach dem Wind drehen,C,C2,C2d,C2d-25b
429,example,A fish out of water,C,C2,C2d,C2d-26
430,example,He who wishes a fire must put up with the smoke,C,C2,C2e,C2e-20
431,example,"Qui veut du feu, supporte la fumée",C,C2,C2e,C2e-20
432,example,"Chi fuol fuoco, ha da patir il fumo",C,C2,C2e,C2e-20
433,example,The biter must be bit,C,C2,C2f,C2f-10
434,example,Teufel muss man mit Teufeln austreiben,C,C2,C2f,C2f-10
435,example,Extremis malis extrema remedia (Latin),C,C2,C2f,C2f-10
436,example,One nail drives another,C,C2,C2f,C2f-13
437,example,"Out of nothing, nothing is made",C,C3,C3a,C3a-10
438,example,You can't skin a flint,C,C3,C3a,C3a-10
439,example,"Qui n'a rien, rien ne doit",C,C3,C3a,C3a-10
440,example,"Ubi nihil est, Caesar iure suo excidit (Latin)",C,C3,C3a,C3a-10
441,example,Non si può cavar sangue da una rapa,C,C3,C3a,C3a-10
442,example,It's no use pumping a dry well,C,C3,C3a,C3a-11
443,example,Nothing for nothing,C,C3,C3a,C3a-11
444,example,Von nichts kommt nichts,C,C3,C3a,C3a-11
445,example,"De rien, rien ne sort",C,C3,C3a,C3a-11
446,example,It's very hard to shave an egg,C,C3,C3a,C3a-20
447,example,All dreams are lies,C,C3,C3b,C3b-10
448,example,Dreams are like bubbles,C,C3,C3b,C3b-10
449,example,Träume sind Schäume,C,C3,C3b,C3b-10
450,example,tous songes sont mensonges,C,C3,C3b,C3b-10
451,example,What matters if we drink milk in a dream out of bellmetal or gold? trl. Telugu,C,C3,C3b,C3b-12
452,example,Indian,C,C3,C3b,C3b-12
453,example,What matters if we drink milk in a dream out of bellmetal or gold?,C,C3,C3b,C3b-12
454,example,Wishers and woulders are never good householders,C,C3,C3b,C3b-13
455,example,Too much hope deceives,C,C3,C3b,C3b-13b
456,example,O fallacem hominum spem! (Latin),C,C3,C3b,C3b-13b
457,example,"Quien espera, desespera",C,C3,C3b,C3b-13b
458,example,Too much hope deceives,C,C3,C3b,C3b-15
459,example,"As the fool thinks, so the bell clinks",C,C3,C3b,C3b-15
460,example,Hoffen und harren macht manchen zum Narren,C,C3,C3b,C3b-15
461,example,Cabeza loca no quiere toca,C,C3,C3b,C3b-15
462,example,He that lives on hope will die fasting,C,C3,C3b,C3b-15c
463,example,"Wer von Hoffnung lebt, stirbt am Fasten",C,C3,C3b,C3b-15c
464,example,"Chi si pasce di speranza, muore di fame",C,C3,C3b,C3b-15c
465,example,If 'ifs' and 'ans' were pots and pans there's be no work for tinkers' hands,C,C3,C3b,C3b-20
466,example,"Wenn das Wörtchen 'Wenn' nicht wär', wär' mancher Millionär",C,C3,C3b,C3b-20
467,example,"Si 'sed' non esset, paradisus mundus hic esset (Latin)",C,C3,C3b,C3b-20
468,example,If my aunt had been a man she'd have been my uncle.,C,C3,C3b,C3b-21
469,example,"If the sky falls, we shall catch larks",C,C3,C3b,C3b-23
470,example,"Wenn der Himmel zusammen fällt, so sind alle Vögel gefangen",C,C3,C3b,C3b-23
471,example,"Si le ciel tombait, il y aurait bien des alouettes prises",C,C3,C3b,C3b-23
472,example,Almost' never killed a fly,C,C3,C3b,C3b-25
473,example,'Beinahe' bringt keine Mücke um,C,C3,C3b,C3b-25
474,example,May-bee was ne'er a gude honey bee SCOTTISH,C,C3,C3b,C3b-25
475,example,´Beinahe' bringt keine M'ucke um,C,C3,C3b,C3b-25
476,example,'Nästen' slår ingen man av hästen,C,C3,C3b,C3b-25
477,example,Money doesn’t grow on trees,C,C3,C3b,C3b-29
478,example,Better an egg today than a hen tomorrow,C,C3,C3c,C3c-11
479,example,Besser heute ein Ei als morgen ihrer drei,C,C3,C3c,C3c-11
480,example,Ad praesens ova cras pullis sunt meliora (Latin),C,C3,C3c,C3c-11
481,example,È meglio oggi l'uovo che domani la gallina,C,C3,C3c,C3c-11
482,example,A bird in the hand is worth two in the bush,C,C3,C3c,C3c-12
483,example,A sparrow in hand is better than a pigeon on the roof,C,C3,C3c,C3c-12
484,example,"Besser ein kleiner Fisch, als gar nicht auf dem Tisch",C,C3,C3c,C3c-12
485,example,Strech your legs according to your coverlet,C,C3,C3c,C3c-15
486,example,Make not your tail broader than your wings,C,C3,C3c,C3c-15
487,example,Cut your coat according to your cloth,C,C3,C3c,C3c-15
488,example,Strecke dich nach der Decke,C,C3,C3c,C3c-15
489,example,Selon le drap la robe,C,C3,C3c,C3c-15
490,example,Catch the bear before you sell the skin,C,C3,C3c,C3c-20
491,example,"First catch your hare, then cook it",C,C3,C3c,C3c-20
492,example,Vender l'ucello sulla frasca,C,C3,C3c,C3c-20
493,example,Catch not a shadow and lose the substance,C,C3,C3c,C3c-22
494,example,Ein Gewiss ist besser als zehn Ungeviss,C,C3,C3c,C3c-22
495,example,Mal si lascia il certo per l'incerto,C,C3,C3c,C3c-22
496,example,Time and tide wait for no man,C,C3,C3d,C3d-10
497,example,Time past never returns,C,C3,C3d,C3d-10
498,example,Die Zeit steht nicht still,C,C3,C3d,C3d-10
499,example,Vorbei ist vorbei,C,C3,C3d,C3d-10
500,example,Perditum non redit tempus (Latin),C,C3,C3d,C3d-10
501,example,Let bygones be bygones,C,C3,C3d,C3d-15
502,example,Das gehört schon der Vergangenheit an,C,C3,C3d,C3d-15
503,example,"Lo pasado, pasado está",C,C3,C3d,C3d-15
504,example,It's no use crying over spilt milk,C,C3,C3d,C3d-20
505,example,"Hin ist hin, getan ist getan",C,C3,C3d,C3d-20
506,example,Ce qui est fait est fait,C,C3,C3d,C3d-20
507,example,Post factum nullum consilium (Latin),C,C3,C3d,C3d-20
508,example,A man cannot live by air,C,C3,C3e,C3e-10
509,example,Man kann nicht von der Luft leben,C,C3,C3e,C3e-10
510,example,Non si campa d'aria,C,C3,C3e,C3e-10
511,example,You cannot make velvet of a sows ear,C,C3,C3e,C3e-18
512,example,It is ill to make a blown horn of a tod's tail,C,C3,C3e,C3e-18
513,example,Man kann aus Kieselstein keinen diamanten schleifen,C,C3,C3e,C3e-18
514,example,Cornu de cauda non fit potale canina (Latin),C,C3,C3e,C3e-18
515,example,You can't milk a bull,C,C3,C3e,C3e-19
516,example,Den Bock melken,C,C3,C3e,C3e-19
517,example,Pedir leche de gallina,C,C3,C3e,C3e-19
518,example,It's like drawing blood from a stone,C,C3,C3e,C3e-22
519,example,Aus einem Stein ist schwer Öl pressen,C,C3,C3e,C3e-22
520,example,Hircum mulgere (Latin),C,C3,C3e,C3e-22
521,example,Tirer de l'huile d'un mur,C,C3,C3e,C3e-22
522,example,Cavar sangue dalla rapa,C,C3,C3e,C3e-22
523,example,"An injury graves itself in metal, but a benefit writes itself in water",C,C3,C3e,C3e-24
524,example,"Injuries we write in marble, kindnesses in dust",C,C3,C3e,C3e-24
525,example,"Böses schreibt man in Stein, Gutes in Sand",C,C3,C3e,C3e-24
526,example,Building upon the sand,C,C3,C3e,C3e-25
527,example,Hard words break no bones,C,C3,C3f,C3f-11
528,example,Worte schlagen die Leute nicht,C,C3,C3f,C3f-11
529,example,Les paroles ne tuent pas,C,C3,C3f,C3f-11
530,example,Good words fill no sack,C,C3,C3f,C3f-15
531,example,"Kurze Predigt, lange Bratwurst",C,C3,C3f,C3f-15
532,example,Verba non implent marsupium (Latin),C,C3,C3f,C3f-15
533,example,Keep your thanks to feed your chickens,C,C3,C3f,C3f-18
534,example,Take thanks to feed your cats,C,C3,C3f,C3f-18
535,example,Mit Dank schmalzt man keine Suppe,C,C3,C3f,C3f-18
536,example,I discorsi non fanno farina,C,C3,C3f,C3f-18
537,example,The wolf eats counted and uncounted sheep,C,C3,C3f,C3f-22
538,example,Lupus ovium non curat numerum (Latin),C,C3,C3f,C3f-22
539,example,Seeing is believing; feeling is the naked truth,C,C3,C3g,C3g-10
540,example,"Manus nostrae sunt oculatae, credunt quod vident (Latin)",C,C3,C3g,C3g-10
541,example,"No cows, no care",C,C3,C3h,C3h-13
542,example,"Wenig Kühe, wenig Mühe",C,C3,C3h,C3h-13
543,example,"Peu de bien, peu de soin",C,C3,C3h,C3h-13
544,example,"Poca hacienda, poco cuidado",C,C3,C3h,C3h-13
545,example,"Chi ha terra, ha guerra / Chudoba bezpecná, a proto vesela",C,C3,C3h,C3h-13
546,example,He that has nothing can never be bankrupt,C,C3,C3h,C3h-14
547,example,"Little gain, little pain",C,C3,C3h,C3h-14
548,example,"Qui n'a rien, ne craint rien",C,C3,C3h,C3h-14
549,example,One body is no body,C,C4,C4a,C4a-09
550,example,Einer ist keiner,C,C4,C4a,C4a-09
551,example,"Unus vir, nullus vir (Latin)",C,C4,C4a,C4a-09
552,example,"Uno y ninguno, todo es uno",C,C4,C4a,C4a-09
553,example,Once is no rule,C,C4,C4a,C4a-10
554,example,Une fois ne compte pas,C,C4,C4a,C4a-10
555,example,Una volta non fa usanza,C,C4,C4a,C4a-10
556,example,One hand will not clasp,C,C4,C4a,C4a-12d
557,example,It takes two to tango,C,C4,C4a,C4a-12d
558,example,The frog burst when it tried to make itself as big as a bull,C,C4,C4a,C4a-15
559,example,It's like looking for a needle in a bottle of hay,C,C4,C4a,C4a-19
560,example,Eine Nadel in Heu suchen,C,C4,C4a,C4a-19
561,example,Acuum in meta faeni quaerere (Latin),C,C4,C4a,C4a-19
562,example,Cercare un ago in un pagliaio,C,C4,C4a,C4a-19
563,example,A bald head is soon shaven.,C,C4,C4a,C4a-24
564,example,A short tale is soon told,C,C4,C4a,C4a-24
565,example,Kurzes Lied ist bald gesungen,C,C4,C4a,C4a-24
566,example,exigui caballo curta strigilis (Latin),C,C4,C4a,C4a-24
567,example,There is the sea - and who shall drain it dry? (Aischylos),C,C4,C4a,C4a-26
568,example,A little sheep always seems young,C,C4,C4a,C4a-27
569,example,Kleine Hunde bleiben lange jung,C,C4,C4a,C4a-27
570,example,Petite belette reste toujours jeunette,C,C4,C4a,C4a-27
571,example,Small is beautiful,C,C4,C4b,C4b-14
572,example,An inch is as good as an ell,C,C4,C4b,C4b-14
573,example,"Klein, aber fein",C,C4,C4b,C4b-14
574,example,Peu et bien,C,C4,C4b,C4b-14
575,example,Small rain allays a great wind,C,C4,C4b,C4b-19
576,example,Little strokes fell great oaks,C,C4,C4b,C4b-19
577,example,Kleiner Regen schlägt grossen Wind nieder,C,C4,C4b,C4b-19
578,example,Viele Streiche fällen die Eiche,C,C4,C4b,C4b-19
579,example,Muchos golpes derriban un robe,C,C4,C4b,C4b-19
580,example,There is no little enemy,C,C4,C4b,C4b-24
581,example,A worm will turn,C,C4,C4b,C4b-24
582,example,Auch die Mücke hat ihre Milz,C,C4,C4b,C4b-24
583,example,Inimicum quamvis humilem docti est metuere (Latin),C,C4,C4b,C4b-24
584,example,The tree is crooked but its fruit sweet,C,C4,C4c,C4c-13
585,example,Krumme Bäume tragen auch Früchte,C,C4,C4c,C4c-13
586,example,Spesso sotto rozza fronde suave frutto si nasconde,C,C4,C4c,C4c-13
587,example,Tall oaks from little acorns grow,C,C4,C4c,C4c-17
588,example,D'un petit gland sourd provient un grand chêne,C,C4,C4c,C4c-17
589,example,A little more breaks the horse's back,C,C4,C4c,C4c-18
590,example,The last drop makes the cup run over,C,C4,C4c,C4c-19
591,example,"es ist der letzte Tropfen, der den Eimer überfließen läßt",C,C4,C4c,C4c-19
592,example,la última gota colma la copa,C,C4,C4c,C4c-19
593,example,Hair by hair old heads go bare,C,C4,C4c,C4c-20
594,example,Paulatim evellitur cauda equina (Latin),C,C4,C4c,C4c-20
595,example,L'âge n'est que pour les chevaux,C,C4,C4c,C4c-20
596,example,Large streams from little fountains flow,C,C4,C4c,C4c-21
597,example,Alle kleinen Bäche laufen in die grossen,C,C4,C4c,C4c-21
598,example,Flumina pauca vides magnis de fontibus orta (Latin),C,C4,C4c,C4c-21
599,example,I piccoli ruscelli fanno i grandi fiumi,C,C4,C4c,C4c-21
600,example,From a little seed may spring a great stock,C,C4,C4c,C4c-22
601,example,Les petits ruisseaux font les grandes rivières,C,C4,C4c,C4c-22
602,example,A small spark may make a great fire,C,C4,C4c,C4c-24
603,example,Aus einem kleinen Funken wird oft ein grosses Feuer,C,C4,C4c,C4c-24
604,example,He that steals an egg will steal an ox,C,C4,C4c,C4c-25
605,example,"Wer ein Kalb stiehlt, stielhlt eine Kuh",C,C4,C4c,C4c-25
606,example,"Qui vitulun tollit, taurum subduxerit idem (Latin)",C,C4,C4c,C4c-25
607,example,Give a clown your finger and he'll take your whole hand,C,C4,C4c,C4c-28
608,example,"Gib man ihn einen Finger, nimmt er die ganze Hand",C,C4,C4c,C4c-28
609,example,"Si digitum porrexeris, manum invadet (Latin)",C,C4,C4c,C4c-28
610,example,"Men trip not on mountains, they stumble over stones trl. Hindustani",C,C4,C4c,C4c-31
611,example,Indian,C,C4,C4c,C4c-31
612,example,"Men trip not on mountains, they stumble over stones",C,C4,C4c,C4c-31
613,example,Sheep follow sheep,C,C4,C4d,C4d-10
614,example,"Ein Schaf geht voraus, und alle folgen ihn",C,C4,C4d,C4d-10
615,example,Una ove praeunte omnes sequntur (Latin),C,C4,C4d,C4d-10
616,example,One fool makes a hundred,C,C4,C4d,C4d-11
617,example,Fools go in crowds,C,C4,C4d,C4d-11
618,example,Ein Narr macht hundert Narren,C,C4,C4d,C4d-11
619,example,Unius dementia dementes efficit multos (Latin),C,C4,C4d,C4d-11
620,example,Uno loco hace ciento,C,C4,C4d,C4d-11
621,example,A fool may throw a stone into a well which a hundred wise men cannot pull out,C,C4,C4d,C4d-15
622,example,Un fol émeut ce que quarante sages ne pourraient apaiser,C,C4,C4d,C4d-15
623,example,One rotten apple will spoil the whole barrel,C,C4,C4d,C4d-20
624,example,Ein faules Ei verdirbt den ganzen Brei,C,C4,C4d,C4d-20
625,example,Pomum compunctum cito corrumpit sibi iunctum (Latin),C,C4,C4d,C4d-20
626,example,Une pomme gâtée en gâte cent,C,C4,C4d,C4d-20
627,example,"A bug in the butter, Eine Fliege verdirbt den ganzen Brei",C,C4,C4d,C4d-21
628,example,A scabbit sheep files all the flock,C,C4,C4d,C4d-21
629,example,Don't spoil the ship for a halfpennyworth of tar,C,C4,C4e,C4e-10
630,example,Man kann über einen Strohhalm stolpern,C,C4,C4e,C4e-10
631,example,Per un punto Martin perse la cappa,C,C4,C4e,C4e-10
632,example,A storm in a teacup,C,C4,C4e,C4e-14
633,example,All talk and no cider,C,C4,C4e,C4e-14
634,example,Great cry and little wool,C,C4,C4e,C4e-14
635,example,Much bruit and little fruit,C,C4,C4e,C4e-14
636,example,"Great smoke, little roast",C,C4,C4e,C4e-14
637,example,"Penny-wise, pound-foolish",C,C4,C4f,C4f-12
638,example,One flower makes no garland,C,C4,C4g,C4g-10
639,example,One man does not make a team,C,C4,C4g,C4g-10
640,example,"Ein Mann macht keinen Tanz, eine Blume keinen Kranz",C,C4,C4g,C4g-10
641,example,Unus homo non facit choream (Latin),C,C4,C4g,C4g-10
642,example,Una spiga non fa manna -  独木不成林 One Tree Does Not Make a Forest,C,C4,C4g,C4g-10
643,example,You can't flay the same ox twice,C,C4,C4h,C4h-11
644,example,Einen Ochsen schindet man nicht zweimal,C,C4,C4h,C4h-11
645,example,Ab uno bove bina pellis non trahitur (Latin),C,C4,C4h,C4h-11
646,example,Mit der Nadel gräbt man keinen Brunnen,C,C4,C4h,C4h-14
647,example,Einen Bären schlägt man nicht mit einem Strochhalm,C,C4,C4h,C4h-17
648,example,Take not a musket to kill a butterfly,C,C4,C4i,C4i-13
649,example,Don't crack eggs with a sledgehammer,C,C4,C4i,C4i-13
650,example,Mit Kanonen nach Spatzen schiessen,C,C4,C4i,C4i-13
651,example,Tirer sa poudre aux moineaux,C,C4,C4i,C4i-13
652,example,Eagles catch no flies,C,C4,C4i,C4i-14
653,example,Löwen fangen keine Mäuse,C,C4,C4i,C4i-14
654,example,Les Lions n'inquiètent pas les papillons,C,C4,C4i,C4i-14
655,example,The cure is worse than the disease,C,C4,C4i,C4i-19
656,example,Die Medizin ist schlechter als die Krankheit,C,C4,C4i,C4i-19
657,example,Peggiore il remedio che il male,C,C4,C4i,C4i-19
658,example,"Where the horse lies down, there some hair will be found",C,C5,C5a,C5a-10
659,example,If there is no wind the trees do not quiver trl. Malayan,C,C5,C5a,C5a-16
660,example,If there is no wind the trees do not quiver,C,C5,C5a,C5a-16
661,example,"Love, cough and itch cannot be hid",C,C5,C5a,C5a-17b
662,example,"Husten, Rauch und Liebe kann man nich verbergen",C,C5,C5a,C5a-17b
663,example,Amor tussisque non celatur (Latin),C,C5,C5a,C5a-17b
664,example,There is no smoke without fire,C,C5,C5a,C5a-18
665,example,Nil sine causa (Latin),C,C5,C5a,C5a-18
666,example,"Someone died, someone cried trl. Tamil",C,C5,C5a,C5a-21
667,example,Indian,C,C5,C5a,C5a-21
668,example,"Someone died, someone cried",C,C5,C5a,C5a-21
669,example,"The bird is known by its note, the man by his words",C,C5,C5b,C5b-10
670,example,"Den Vogel am Gesange, den Hafen am Klange",C,C5,C5b,C5b-10
671,example,"Al cantare l'uccello, al parlare il cervello",C,C5,C5b,C5b-10
672,example,A bird is known by its flight,C,C5,C5b,C5b-11
673,example,As the man is so is his talk,C,C5,C5b,C5b-11
674,example,Den Fuchs erkennt man an den Ohren,C,C5,C5b,C5b-11
675,example,Avis a cantu dignoscitur (Latin),C,C5,C5b,C5b-11
676,example,One knows a man by his trade even if it is drinking beer trl. Hausa,C,C5,C5b,C5b-12b
677,example,Afr.,C,C5,C5b,C5b-12b
678,example,One knows a man by his trade even if it is drinking beer,C,C5,C5b,C5b-12b
679,example,The lion is known by his claws,C,C5,C5b,C5b-13
680,example,You may know the fox by his tail,C,C5,C5b,C5b-13
681,example,An der Klaue erkennt man den Löwen,C,C5,C5b,C5b-13
682,example,Ex ungue leonem (Latin),C,C5,C5b,C5b-13
683,example,Dall'unghia si conosce il leone,C,C5,C5b,C5b-13
684,example,It will be a forward cock that crows in the shell,C,C5,C5b,C5b-25
685,example,The true nettle stings when it is young,C,C5,C5b,C5b-26
686,example,"Was zur Nessel werden will, brennt in der Jugend",C,C5,C5b,C5b-26
687,example,Urit mature urtica vera (Latin),C,C5,C5b,C5b-26
688,example,It is soon apparent which trees will bear fruit,C,C5,C5b,C5b-27
